index,DATE,Months,CUSTOMER,Style,SKU,Size,PCS,RATE,GROSS AMT
0,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5004,MEN5004-KR-L,L,1.00,616.56,617.00
1,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5004,MEN5004-KR-XL,XL,1.00,616.56,617.00
2,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5004,MEN5004-KR-XXL,XXL,1.00,616.56,617.00
3,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5009,MEN5009-KR-L,L,1.00,616.56,617.00
4,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5011,MEN5011-KR-L,L,1.00,616.56,617.00
5,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5025,MEN5025-KR-L,L,1.00,649.03,649.00
6,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5015,MEN5015-KR-XL,XL,1.00,616.56,617.00
7,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5022,MEN5022-KR-XXL,XXL,1.00,649.03,649.00
8,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5014,MEN5014-KR-S,S,1.00,649.03,649.00
9,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5013,MEN5013-KR-S,S,1.00,649.03,649.00
10,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5013,MEN5013-KR-XXL,XXL,1.00,649.03,649.00
11,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5003,MEN5003-KR-L,L,1.00,616.56,617.00
12,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5003,MEN5003-KR-XXL,XXL,1.00,616.56,617.00
13,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5028,MEN5028-KR-L,L,1.00,649.03,649.00
14,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5028,MEN5028-KR-XXL,XXL,1.00,649.03,649.00
15,06-05-21,Jun-21,REVATHY LOGANATHAN,MEN5006,MEN5006-KR-XL,XL,1.00,649.03,649.00
16,06-05-21,Jun-21,REVATHY LOGANATHAN,BL097,BL097-M,M,1.00,324.35,324.00
17,06-05-21,Jun-21,REVATHY LOGANATHAN,BL104,BL104-M,M,1.00,421.85,422.00
18,06-05-21,Jun-21,REVATHY LOGANATHAN,BL104,BL104-XL,XL,1.00,421.85,422.00
19,06-05-21,Jun-21,REVATHY LOGANATHAN,BL103,BL103-S,S,1.00,389.35,389.00
20,06-08-21,Jun-21,FARIA ESSOPP,J0001,J0001-DR-L,L,1.00,584.35,584.00
21,06-08-21,Jun-21,FARIA ESSOPP,JNE3660,JNE3660-TP-L,L,1.00,421.85,422.00
22,06-08-21,Jun-21,FARIA ESSOPP,JNE3647,JNE3647-TP-XL,XL,1.00,421.85,422.00
23,06-08-21,Jun-21,FARIA ESSOPP,J0116,J0116-TP-XL,XL,1.00,421.85,422.00
24,06-08-21,Jun-21,FARIA ESSOPP,J0165,J0165-TP-L,L,1.00,454.35,454.00
25,06-08-21,Jun-21,FARIA ESSOPP,JNE3656,JNE3656-TP-XL,XL,1.00,454.35,454.00
26,06-08-21,Jun-21,FARIA ESSOPP,JNE3673,JNE3673-TU-XL,XL,1.00,519.35,519.00
27,06-08-21,Jun-21,FARIA ESSOPP,JNE3649,JNE3649-TP-L,L,1.00,486.85,487.00
28,06-08-21,Jun-21,FARIA ESSOPP,JNE3653,JNE3653-TP-L,L,1.00,454.35,454.00
29,06-08-21,Jun-21,FARIA ESSOPP,JNE3651,JNE3651-TP-L,L,1.00,454.35,454.00
30,06-08-21,Jun-21,FARIA ESSOPP,JNE3712,JNE3712-TP-L,L,1.00,454.35,454.00
31,06-08-21,Jun-21,FARIA ESSOPP,J0036,J0036-TP-XL,XL,1.00,531.25,531.00
32,06-08-21,Jun-21,FARIA ESSOPP,JNE3658,JNE3658-TP-L,L,1.00,421.85,422.00
33,06-08-21,Jun-21,FARIA ESSOPP,JNE3652,JNE3652-TP-XL,XL,1.00,421.85,422.00
34,06-08-21,Jun-21,FARIA ESSOPP,JNE3643,JNE3643-TP-L,L,1.00,356.85,357.00
35,06-08-21,Jun-21,FARIA ESSOPP,JNE3643,JNE3643-TP-XL,XL,1.00,356.85,357.00
36,06-08-21,Jun-21,FARIA ESSOPP,JNE3672,JNE3672-TU-XL,XL,1.00,486.85,487.00
37,06-08-21,Jun-21,FARIA ESSOPP,JNE3674,JNE3674-TU-XL,XL,1.00,486.85,487.00
38,06-08-21,Jun-21,FARIA ESSOPP,JNE3670,JNE3670-TU-L,L,1.00,519.35,519.00
39,06-08-21,Jun-21,FARIA ESSOPP,J0122,J0122-TP-L,L,1.00,421.85,422.00
40,06-08-21,Jun-21,FARIA ESSOPP,J0119,J0119-TP-L,L,1.00,421.85,422.00
41,06-08-21,Jun-21,FARIA ESSOPP,JNE3421,JNE3421-KR-XL,XL,1.00,421.85,422.00
42,06-08-21,Jun-21,FARIA ESSOPP,JNE3467,JNE3467-KR-XL,XL,1.00,519.35,519.00
43,06-08-21,Jun-21,FARIA ESSOPP,JNE3030,JNE3030-KR-L,L,1.00,746.85,747.00
44,06-08-21,Jun-21,FARIA ESSOPP,JNE3657,JNE3657-TP-XL,XL,1.00,421.85,422.00
45,06-08-21,Jun-21,FARIA ESSOPP,JNE3667,JNE3667-TP-XL,XL,1.00,454.35,454.00
46,06-08-21,Jun-21,FARIA ESSOPP,J0092,J0092-SET-L,L,1.00,1071.85,1072.00
47,06-08-21,Jun-21,FARIA ESSOPP,JNE3659,JNE3659-TP-L,L,1.00,389.35,389.00
48,06-08-21,Jun-21,FARIA ESSOPP,J0214,J0214-TP-L,L,1.00,649.35,649.00
49,06-08-21,Jun-21,FARIA ESSOPP,J0201,J0201-TP-L,L,1.00,584.35,584.00
50,06-08-21,Jun-21,FARIA ESSOPP,J0197,J0197-TP-L,L,1.00,584.35,584.00
51,06-08-21,Jun-21,FARIA ESSOPP,J0213,J0213-TP-L,L,1.00,584.35,584.00
52,06-08-21,Jun-21,FARIA ESSOPP,JNE3640,JNE3640-TP-XL,XL,1.00,454.35,454.00
53,06-08-21,Jun-21,FARIA ESSOPP,J0233,J0233-SKD-L,L,1.00,1429.35,1429.00
54,06-08-21,Jun-21,FARIA ESSOPP,J0237,J0237-SKD-L,L,1.00,1494.35,1494.00
55,06-08-21,Jun-21,FARIA ESSOPP,J0234,J0234-SKD-L,L,1.00,1201.85,1202.00
56,06-08-21,Jun-21,FARIA ESSOPP,JNE3535,JNE3535-KR-XL,XL,1.00,389.35,389.00
57,06-08-21,Jun-21,FARIA ESSOPP,JNE3497,JNE3497-KR-L,L,1.00,454.35,454.00
58,06-08-21,Jun-21,FARIA ESSOPP,JNE1525,KURTI,Free,1.00,421.85,422.00
59,06-08-21,Jun-21,FARIA ESSOPP,JNE2305,JNE2305-KR-533-L,L,1.00,421.85,422.00
60,06-08-21,Jun-21,FARIA ESSOPP,JNE3365,JNE3365-KR-1052-L,L,1.00,421.85,422.00
61,06-08-21,Jun-21,FARIA ESSOPP,JNE2270,JNE2270-KR-487-L,L,1.00,551.85,552.00
62,06-08-21,Jun-21,FARIA ESSOPP,SET094,SET094-KR-NP-XL,XL,1.00,941.85,942.00
63,06-08-21,Jun-21,FARIA ESSOPP,JNE2049,JNE2049-KR-351-XL,XL,1.00,486.85,487.00
64,06-08-21,Jun-21,FARIA ESSOPP,CH202,CH202-ORANGE-XXL,XXL,1.00,291.85,292.00
65,06-08-21,Jun-21,FARIA ESSOPP,BTM029,BTM029-NP-XXL,XXL,1.00,356.85,357.00
66,06-08-21,Jun-21,FARIA ESSOPP,BTM008,BTM008-XXL,XXL,1.00,356.85,357.00
67,06-08-21,Jun-21,FARIA ESSOPP,BTM035,BTM035-NP-XXL,XXL,1.00,356.85,357.00
68,06-08-21,Jun-21,FARIA ESSOPP,CH209,CH209-BIEGE-XXL,XXL,1.00,291.85,292.00
69,06-08-21,Jun-21,FARIA ESSOPP,CH208,CH208-MUSTARD-XXL,XXL,1.00,291.85,292.00
70,06-08-21,Jun-21,FARIA ESSOPP,CH207,CH207-PINK-XXL,XXL,1.00,291.85,292.00
71,06-08-21,Jun-21,FARIA ESSOPP,CH205,CH205-YELLOW-XXL,XXL,1.00,291.85,292.00
72,06-08-21,Jun-21,FARIA ESSOPP,CH213,CH213-BROWN-XXL,XXL,1.00,291.85,292.00
73,06-08-21,Jun-21,FARIA ESSOPP,J0024,J0024-KR-L,L,1.00,519.35,519.00
74,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-L,L,1.00,1071.85,1072.00
75,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-XXL,XXL,1.00,1071.85,1072.00
76,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-XL,XL,1.00,1071.85,1072.00
77,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-XS,XS,1.00,1071.85,1072.00
78,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-S,S,1.00,1071.85,1072.00
79,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-M,M,1.00,1071.85,1072.00
80,06-11-21,Jun-21,MANGALAM SHOP,J0109,J0109-SKD-XXXL,XXXL,1.00,1071.85,1072.00
81,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-L,L,1.00,1169.35,1169.00
82,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-XL,XL,1.00,1169.35,1169.00
83,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-M,M,1.00,1169.35,1169.00
84,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-XS,XS,1.00,1169.35,1169.00
85,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-S,S,1.00,1169.35,1169.00
86,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-XXL,XXL,1.00,1169.35,1169.00
87,06-11-21,Jun-21,MANGALAM SHOP,J0110,J0110-SKD-XXXL,XXXL,1.00,1169.35,1169.00
88,06-11-21,Jun-21,MANGALAM SHOP,J0127,J0127-SKD-XXL,XXL,1.00,1104.35,1104.00
89,06-11-21,Jun-21,MANGALAM SHOP,J0127,J0127-SKD-XS,XS,1.00,1104.35,1104.00
90,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-XS,XS,1.00,1494.35,1494.00
91,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-S,S,1.00,1494.35,1494.00
92,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-M,M,1.00,1494.35,1494.00
93,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-L,L,1.00,1494.35,1494.00
94,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-XL,XL,1.00,1494.35,1494.00
95,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-XXL,XXL,1.00,1494.35,1494.00
96,06-11-21,Jun-21,MANGALAM SHOP,J0281,J0281-SKD-XXXL,XXXL,1.00,1494.35,1494.00
97,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-XS,XS,1.00,1494.35,1494.00
98,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-S,S,1.00,1494.35,1494.00
99,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-M,M,1.00,1494.35,1494.00
100,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-L,L,1.00,1494.35,1494.00
101,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-XL,XL,1.00,1494.35,1494.00
102,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-XXL,XXL,1.00,1494.35,1494.00
103,06-11-21,Jun-21,MANGALAM SHOP,J0285,J0285-SKD-XXXL,XXXL,1.00,1494.35,1494.00
104,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-XS,XS,1.00,454.35,454.00
105,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-S,S,1.00,454.35,454.00
106,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-M,M,1.00,454.35,454.00
107,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-L,L,1.00,454.35,454.00
108,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-XL,XL,1.00,454.35,454.00
109,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-XXL,XXL,1.00,454.35,454.00
110,06-11-21,Jun-21,MANGALAM SHOP,JNE3615,JNE3615-KR-XXXL,XXXL,1.00,454.35,454.00
111,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-XS,XS,1.00,486.85,487.00
112,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-S,S,1.00,486.85,487.00
113,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-M,M,1.00,486.85,487.00
114,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-L,L,1.00,486.85,487.00
115,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-XL,XL,1.00,486.85,487.00
116,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-XXL,XXL,1.00,486.85,487.00
117,06-11-21,Jun-21,MANGALAM SHOP,JNE3619,JNE3619-KR-XXXL,XXXL,1.00,486.85,487.00
118,06-11-21,Jun-21,MANGALAM SHOP,NW005,NW005-ST-PJ-L,L,1.00,811.85,812.00
119,06-11-21,Jun-21,MANGALAM SHOP,NW005,NW005-ST-PJ-XL,XL,1.00,811.85,812.00
120,06-11-21,Jun-21,MANGALAM SHOP,NW006,NW006-ST-SR-L,L,1.00,811.85,812.00
121,06-11-21,Jun-21,MANGALAM SHOP,NW013,NW013-ST-SR-L,L,1.00,649.35,649.00
122,06-11-21,Jun-21,MANGALAM SHOP,NW031,NW031-TP-PJ-XL,XL,1.00,779.35,779.00
123,06-11-21,Jun-21,MANGALAM SHOP,NW032,NW032-ST-CP-L,L,1.00,779.35,779.00
124,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-XS,XS,1.00,1071.85,1072.00
125,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-S,S,1.00,1071.85,1072.00
126,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-M,M,1.00,1071.85,1072.00
127,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-L,L,1.00,1071.85,1072.00
128,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-XL,XL,1.00,1071.85,1072.00
129,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-XXL,XXL,1.00,1071.85,1072.00
130,06-11-21,Jun-21,MANGALAM SHOP,SET217,SET217-KR-PP-XXXL,XXXL,1.00,1071.85,1072.00
131,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-M,M,1.00,1136.85,1137.00
132,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-XXL,XXL,1.00,1136.85,1137.00
133,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-L,L,1.00,1136.85,1137.00
134,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-XL,XL,1.00,1136.85,1137.00
135,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-XXXL,XXXL,1.00,1136.85,1137.00
136,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-XS,XS,1.00,1136.85,1137.00
137,06-11-21,Jun-21,MANGALAM SHOP,SET220,SET220-KR-PP-S,S,1.00,1136.85,1137.00
138,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,SET058,SET058-KR-NP-L,L,1.00,844.35,844.00
139,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0241,J0241-SKD-L,L,1.00,1299.35,1299.00
140,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0140,J0140-SET-XS,XS,1.00,941.85,942.00
141,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE3669,JNE3669-TU-S,S,1.00,486.85,487.00
142,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,SET182,SET182-KR-DH-M,M,1.00,779.35,779.00
143,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0239,J0239-SKD-XS,XS,1.00,1364.35,1364.00
144,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0241,J0241-SKD-XL,XL,1.00,1299.35,1299.00
145,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE3710,JNE3710-DR-S,S,1.00,616.85,617.00
146,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE3629,JNE3629-KR-S,S,1.00,649.35,649.00
147,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0037,J0037-KR-S,S,1.00,779.35,779.00
148,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0243,J0243-DR-XS,XS,1.00,1039.35,1039.00
149,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE2100,JNE2100-KR-144-M,M,1.00,454.35,454.00
150,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,SET048,SET048-KR-NP-XXL,XXL,1.00,909.35,909.00
151,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0037,J0037-KR-M,M,1.00,779.35,779.00
152,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE3669,JNE3669-TU-XS,XS,1.00,486.85,487.00
153,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0239,J0239-SKD-M,M,1.00,1364.35,1364.00
154,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,SET182,SET182-KR-DH-XXL,XXL,1.00,779.35,779.00
156,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0244,J0244-SKD-M,M,1.00,1234.35,1234.00
157,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0148,J0148-SET-XXXL,XXXL,1.00,876.85,877.00
158,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0237,J0237-SKD-XXXL,XXXL,1.00,1494.35,1494.00
160,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0143,J0143-SET-L,L,1.00,1039.35,1039.00
161,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0161,J0161-DR-XS.,XS,1.00,714.35,714.00
162,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,J0186,J0186-SET-XS,XS,1.00,1299.35,1299.00
165,06-15-21,Jun-21,THANA NAGISSWARY L MARIMUTHU,JNE2265,JNE2265-KR-501-S,S,1.00,454.35,454.00
166,06-17-21,Jun-21,REVATHY LOGANATHAN,BL099,BL099-M,M,1.00,324.35,324.00
167,06-17-21,Jun-21,REVATHY LOGANATHAN,BL099,BL099-XL,XL,1.00,324.35,324.00
168,06-17-21,Jun-21,REVATHY LOGANATHAN,BL103,BL103-M,M,2.00,389.35,779.00
169,06-17-21,Jun-21,REVATHY LOGANATHAN,BL104,BL104-L,L,1.00,421.85,422.00
170,06-17-21,Jun-21,REVATHY LOGANATHAN,BL104,BL104-S,S,1.00,421.85,422.00
171,06-17-21,Jun-21,REVATHY LOGANATHAN,BL104,BL104-XL,XL,1.00,421.85,422.00
172,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3288,JNE3288-KR-XXXL,XXXL,1.00,584.35,584.00
173,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3405,JNE3405-KR-S,S,1.00,389.35,389.00
174,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3439,JNE3439-KR-XL,XL,1.00,421.85,422.00
175,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3489,JNE3489-KR-S,S,1.00,389.35,389.00
176,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3560,JNE3560-KR-XXXL,XXXL,1.00,486.85,487.00
177,06-17-21,Jun-21,REVATHY LOGANATHAN,JNE3612,JNE3612-KR-XS,XS,1.00,519.35,519.00
178,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5003,MEN5003-KR-XL,XL,1.00,616.56,617.00
179,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5005,MEN5005-KR-XXL,XXL,1.00,616.56,617.00
180,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5014,MEN5014-KR-M,M,1.00,649.03,649.00
181,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5014,MEN5014-KR-XL,XL,2.00,649.03,1298.00
182,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5015,MEN5015-KR-XL,XL,1.00,616.56,617.00
183,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5016,MEN5016-KR-XL,XL,1.00,649.03,649.00
184,06-17-21,Jun-21,REVATHY LOGANATHAN,MEN5029,MEN5029-KR-XL,XL,1.00,616.56,617.00
185,06-18-21,Jun-21,MR.ALWAR MURALI,J0178,J0178-TP-L,L,1.00,356.85,357.00
186,06-18-21,Jun-21,MR.ALWAR MURALI,JNE3609,JNE3609-KR-M,M,1.00,551.85,552.00
187,06-18-21,Jun-21,MR.ALWAR MURALI,MEN5006,MEN5006-KR-L,L,1.00,649.03,649.00
188,06-18-21,Jun-21,MR.ALWAR MURALI,J0204,J0204-TP-XL,XL,1.00,746.85,747.00
189,06-18-21,Jun-21,MR.ALWAR MURALI,J0202,J0202-TP-XL,XL,1.00,649.35,649.00
190,06-18-21,Jun-21,MR.ALWAR MURALI,J0117,J0117-TP-XXL,XXL,1.00,421.85,422.00
191,06-18-21,Jun-21,MR.ALWAR MURALI,J0115,J0115-TP-XXL,XXL,1.00,519.35,519.00
192,06-18-21,Jun-21,MR.ALWAR MURALI,J0118,J0118-TP-XXL,XXL,1.00,421.85,422.00
193,06-18-21,Jun-21,MR.ALWAR MURALI,J0140,J0140-SET-XXXL,XXXL,1.00,941.85,942.00
194,06-18-21,Jun-21,MR.ALWAR MURALI,SET236,SET236-KR-PP-XXXL,XXXL,1.00,779.35,779.00
195,06-18-21,Jun-21,MR.ALWAR MURALI,JNE3713,JNE3713-TP-L,L,1.00,421.85,422.00
196,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET196,SET196-KR-NP-M.,M,1.00,811.85,812.00
197,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET196,SET196-KR-NP-XL,XL,1.00,811.85,812.00
198,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET260,SET260-KR-PP-L,L,1.00,811.85,812.00
199,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET260,SET260-KR-PP-XL,XL,1.00,811.85,812.00
200,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET194,SET194-KR-NP-XL,XL,1.00,714.35,714.00
201,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET194,SET194-KR-NP-XXXL,XXXL,1.00,714.35,714.00
202,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0246,J0246-SKD-L,L,1.00,1234.35,1234.00
203,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0242,J0242-SKD-XL,XL,1.00,1234.35,1234.00
204,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0242,J0242-SKD-XXXL,XXXL,1.00,1234.35,1234.00
205,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0239,J0239-SKD-M,M,1.00,1364.35,1364.00
206,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0239,J0239-SKD-XL,XL,1.00,1364.35,1364.00
207,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0130,J0130-SET-M,M,1.00,974.35,974.00
208,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0130,J0130-SET-XL,XL,1.00,974.35,974.00
209,06-18-21,Jun-21,RAZIA ROSEANE NASER,J0130,J0130-SET-XXXL,XXXL,1.00,974.35,974.00
210,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-S,S,1.00,811.85,812.00
211,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-M,M,1.00,811.85,812.00
212,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-L,L,1.00,811.85,812.00
213,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-XL,XL,1.00,811.85,812.00
214,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-XXL,XXL,1.00,811.85,812.00
215,06-18-21,Jun-21,RAZIA ROSEANE NASER,SET268,SET268-KR-NP-XXXL,XXXL,1.00,811.85,812.00
216,06-19-21,Jun-21,SIRI PADALA,SET263,SET263-KR-NP-S,S,1.00,779.35,779.00
217,06-19-21,Jun-21,SIRI PADALA,SET262,SET262-KR-NP-S,S,1.00,844.35,844.00
218,06-19-21,Jun-21,SIRI PADALA,SET229,SET229-KR-PP-S,S,1.00,941.85,942.00
219,06-19-21,Jun-21,SIRI PADALA,JNE3605,JNE3605-KR-S,S,1.00,454.35,454.00
220,06-19-21,Jun-21,SIRI PADALA,J0279,J0279-SET-S,S,1.00,1039.35,1039.00
221,06-19-21,Jun-21,SIRI PADALA,J0138,J0138-KR-S,S,1.00,649.35,649.00
222,06-19-21,Jun-21,SIRI PADALA,J0148,J0148-SET-S,S,1.00,876.85,877.00
223,06-19-21,Jun-21,SIRI PADALA,J0207,J0207-DR-S,S,1.00,811.85,812.00
224,06-19-21,Jun-21,SIRI PADALA,MEN5029,MEN5029-KR-M,M,1.00,616.56,617.00
225,06-19-21,Jun-21,SIRI PADALA,MEN5008,MEN5008-KR-M,M,1.00,616.56,617.00
226,06-19-21,Jun-21,SIRI PADALA,MEN5003,MEN5003-KR-M,M,1.00,616.56,617.00
227,06-19-21,Jun-21,SIRI PADALA,MEN5013,MEN5013-KR-M,M,1.00,649.03,649.00
228,06-19-21,Jun-21,SIRI PADALA,J0202,J0202-TP-S,S,1.00,649.35,649.00
229,06-19-21,Jun-21,SIRI PADALA,J0213,J0213-TP-S,S,1.00,584.35,584.00
230,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET098,SET098-KR-PP-M,M,1.00,779.35,779.00
231,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET098,SET098-KR-PP-L,L,1.00,779.35,779.00
232,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET098,SET098-KR-PP-XL,XL,1.00,779.35,779.00
233,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET062,SET062-KR-SP-M,M,1.00,844.35,844.00
234,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET062,SET062-KR-SP-L,L,1.00,844.35,844.00
235,06-23-21,Jun-21,FUSION FASHIONS CORP.,J0041,J0041-SET-M,M,1.00,876.85,877.00
236,06-23-21,Jun-21,FUSION FASHIONS CORP.,J0041,J0041-SET-L,L,1.00,876.85,877.00
237,06-23-21,Jun-21,FUSION FASHIONS CORP.,J0041,J0041-SET-XL,XL,1.00,876.85,877.00
238,06-23-21,Jun-21,FUSION FASHIONS CORP.,J0041,J0041-SET-XXL,XXL,1.00,876.85,877.00
239,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET182,SET182-KR-DH-L,L,1.00,779.35,779.00
240,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET182,SET182-KR-DH-XL,XL,1.00,779.35,779.00
241,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET144,SET144-KR-NP-XXL,XXL,1.00,876.85,877.00
242,06-23-21,Jun-21,FUSION FASHIONS CORP.,SET144,SET144-KR-NP-XXXL,XXXL,1.00,876.85,877.00
